timestamp,other_position,natural_position,no_natural_position,final_position
0.0,0.03333333333333333,0.0,0.0,-1
0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,1
0.06666666666666667,0.03333333333333333,0.0,0.06666666666666667,1
0.1,0.03333333333333333,0.0,0.1,1
0.13333333333333333,0.03333333333333333,0.0,0.13333333333333333,1
0.16666666666666666,0.03333333333333333,0.0,0.16666666666666666,1
0.2,0.03333333333333333,0.0,0.19999999999999998,1
0.23333333333333334,0.03333333333333333,0.0,0.2333333333333333,1
0.26666666666666666,0.03333333333333333,0.0,0.26666666666666666,1
0.3,0.03333333333333333,0.0,0.3,1
0.3333333333333333,0.03333333333333333,0.0,0.3333333333333333,1
0.36666666666666664,0.03333333333333333,0.0,0.36666666666666664,1
0.4,0.03333333333333333,0.0,0.39999999999999997,1
0.43333333333333335,0.03333333333333333,0.0,0.4333333333333333,1
0.4666666666666667,0.03333333333333333,0.0,0.4666666666666666,1
0.5,0.03333333333333333,0.0,0.49999999999999994,1
0.5333333333333333,0.03333333333333333,0.0,0.5333333333333333,1
0.5666666666666667,0.03333333333333333,0.0,0.5666666666666667,1
0.6,0.03333333333333333,0.0,0.6,1
0.6333333333333333,0.03333333333333333,0.0,0.6333333333333333,1
0.6666666666666666,0.03333333333333333,0.0,0.6666666666666666,1
0.7,0.03333333333333333,0.0,0.7,1
0.7333333333333333,0.03333333333333333,0.0,0.7333333333333333,1
0.7666666666666667,0.03333333333333333,0.0,0.7666666666666666,1
0.8,0.03333333333333333,0.0,0.7999999999999999,1
0.8333333333333334,0.03333333333333333,0.0,0.8333333333333333,1
0.8666666666666667,0.03333333333333333,0.0,0.8666666666666666,1
0.9,0.03333333333333333,0.0,0.8999999999999999,1
0.9333333333333333,0.03333333333333333,0.0,0.9333333333333332,1
0.9666666666666667,0.03333333333333333,0.0,0.9666666666666666,1
1.0,0.03333333333333333,0.0,0.9999999999999999,1
1.0333333333333334,0.03333333333333333,0.0,1.0333333333333332,1
1.0666666666666667,0.03333333333333333,0.0,1.0666666666666667,1
1.1,0.03333333333333333,0.0,1.1,1
1.1333333333333333,0.03333333333333333,0.0,1.1333333333333335,1
1.1666666666666667,0.03333333333333333,0.0,1.166666666666667,1
1.2,0.03333333333333333,0.0,1.2000000000000004,1
1.2333333333333334,0.03333333333333333,0.0,1.2333333333333338,1
1.2666666666666666,0.03333333333333333,0.0,1.2666666666666673,1
1.3,0.03333333333333333,0.0,1.3000000000000007,1
1.3333333333333333,0.03333333333333333,0.0,1.3333333333333341,1
1.3666666666666667,0.03333333333333333,0.0,1.3666666666666676,1
1.4,0.03333333333333333,0.0,1.400000000000001,1
1.4333333333333333,0.03333333333333333,0.0,1.4333333333333345,1
1.4666666666666666,0.03333333333333333,0.0,1.466666666666668,1
1.5,0.03333333333333333,0.0,1.5000000000000013,1
1.5333333333333334,0.03333333333333333,0.0,1.5333333333333348,1
1.5666666666666667,0.03333333333333333,0.0,1.5666666666666682,1
1.6,0.03333333333333333,0.0,1.6000000000000016,1
1.6333333333333333,0.03333333333333333,0.0,1.633333333333335,1
1.6666666666666667,0.03333333333333333,0.0,1.6666666666666685,1
